pygame 1.9.4
Hello from the pygame community. https://www.pygame.org/contribute.html
couldn't import doomish
Couldn't import doom
Beginning Training...
         673055 function calls (658794 primitive calls) in 39.166 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdlopenflags}
       10    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedWriter' objects}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       12    0.000    0.000    0.000    0.000 {method 'is_integer' of 'float' objects}
       14    0.000    0.000    0.000    0.000 visdom_writer.py:13(_check_connection)
        4    0.000    0.000    0.000    0.000 graph_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 text_encoding.py:47(<listcomp>)
        2    0.000    0.000    0.000    0.000 message_factory.py:50(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:483(haskeys)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2486(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 __init__.py:2440(Distribution)
       12    0.000    0.000    0.000    0.000 __init__.py:15(search_path)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 <string>:5(PackedSequence)
        1    0.000    0.000    0.000    0.000 profiler.py:7(cudaOutputMode)
       12    0.000    0.000    0.000    0.000 DQNAgent.py:68(convcalc)
       10    0.000    0.000    0.000    0.000 serialization.py:52(_cpu_tag)
        1    0.000    0.000    0.000    0.000 <string>:5(Traceback)
        1    0.000    0.000    0.000    0.000 catcher.py:113(Catcher)
        1    0.000    0.000    0.000    0.000 __init__.py:141(__init__)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:178(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2109(Chebyshev)
        1    0.000    0.000    0.000    0.000 polynomial.py:934(poly1d)
        1    0.000    0.000    0.000    0.000 function_base.py:1760(vectorize)
        1    0.000    0.000    0.000    0.000 <string>:5(_LoggingWatcher)
        1    0.000    0.000    0.000    0.000 _internal.py:246(_ctypes)
        2    0.000    0.000    0.000    0.000 weakref.py:334(__new__)
        3    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
       10    0.000    0.000    0.000    0.000 {method 'storage_offset' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.000    0.000 <string>:5(manifest_mod)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2922(__str__)
        3    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:826(__new__)
        1    0.000    0.000    0.000    0.000 models.py:582(Response)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:4(is_available)
        1    0.000    0.000    0.000    0.000 __init__.py:446(CudnnModule)
        1    0.000    0.000    0.000    0.000 socket.py:409(_real_close)
        1    0.000    0.000    0.000    0.000 model.py:483(EnumType)
        2    0.000    0.000    0.000    0.000 compat.py:13(geterror)
        1    0.000    0.000    0.000    0.000 legendre.py:1794(Legendre)
        1    0.000    0.000    0.000    0.000 normal.py:10(Normal)
        1    0.000    0.000    0.000    0.000 laplace.py:8(Laplace)
        1    0.000    0.000    0.000    0.000 studentT.py:11(StudentT)
        1    0.000    0.000    0.000    0.000 bz2.py:32(BZ2File)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1122(BoolFormat)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        5    0.000    0.000    0.000    0.000 datetime.py:309(_check_tzinfo_arg)
        2    0.000    0.000    0.000    0.000 enum.py:581(__hash__)
        3    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        9    0.000    0.000    0.000    0.000 enum_type_wrapper.py:46(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1275(addCondition)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3751(FollowedBy)
        1    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:292(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:2144(<listcomp>)
        1    0.000    0.000    0.000    0.000 request.py:1664(URLopener)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:33(SingleByteCharSetProber)
        1    0.000    0.000    0.000    0.000 mimetypes.py:375(_default_mime_types)
        1    0.000    0.000    0.000    0.000 retry.py:28(Retry)
        1    0.000    0.000    0.000    0.000 <string>:5(_ASN1Object)
        1    0.000    0.000    0.000    0.000 ipaddress.py:598(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 distribution.py:7(Distribution)
        1    0.000    0.000    0.000    0.000 container.py:398(ParameterDict)
        1    0.000    0.000    0.000    0.000 activation.py:679(Softmax)
        1    0.000    0.000    0.000    0.000 <string>:5(_Instruction)
        1    0.000    0.000    0.000    0.000 <string>:5(ClosureVars)
        1    0.000    0.000    0.000    0.000 __init__.py:83(MissingModule)
        1    0.000    0.000    0.000    0.000 core.py:6256(MaskedConstant)
        1    0.000    0.000    0.000    0.000 multinomial.py:10(Multinomial)
        1    0.000    0.000    0.000    0.000 gumbel.py:13(Gumbel)
        1    0.000    0.000    0.000    0.000 index_tricks.py:231(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 __init__.py:1582(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(Mismatch)
       10    0.000    0.000    0.000    0.000 case.py:1316(_deprecate)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 <string>:5(DefragResult)
        1    0.000    0.000    0.000    0.000 os.py:794(fsencode)
       10    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        3    0.000    0.000    0.000    0.000 tensor_shape_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 containers.py:524(MessageMap)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4193(Combine)
        1    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 lsun.py:59(LSUN)
        1    0.000    0.000    0.000    0.000 request.py:434(OpenerDirector)
        1    0.000    0.000    0.000    0.000 escprober.py:35(EscCharSetProber)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1576(_BaseV6)
        1    0.000    0.000    0.000    0.000 connectionpool.py:55(ConnectionPool)
        1    0.000    0.000    0.000    0.000 __init__.py:174(CuDNNHandle)
        1    0.000    0.000    0.000    0.000 DQNAgent.py:45(DQN)
        1    0.000    0.000    0.000    0.000 __init__.py:152(WorkerQueue)
        1    0.000    0.000    0.000    0.000 core.py:6440(_extrema_operation)
        1    0.000    0.000    0.000    0.000 hermite.py:1814(Hermite)
        1    0.000    0.000    0.000    0.000 info.py:86(<module>)
        2    0.000    0.000    0.000    0.000 helper.py:245(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(DecimalTuple)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 transforms.py:161(_InverseTransform)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        2    0.000    0.000    0.000    0.000 __init__.py:800(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:1253(Logger)
        1    0.000    0.000    0.000    0.000 tokenize.py:113(any)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        2    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 os.py:1007(__getattr__)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 <string>:5(Transition)
        1    0.000    0.000    0.000    0.000 message.py:44(Message)
        1    0.000    0.000    0.000    0.000 descriptor.py:222(Descriptor)
        1    0.000    0.000    0.000    0.000 containers.py:343(RepeatedCompositeFieldContainer)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3873(__str__)
        1    0.000    0.000    0.000    0.000 <string>:5(_Version)
        2    0.000    0.000    0.000    0.000 pyparsing.py:437(__iter__)
        1    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
        1    0.000    0.000    0.000    0.000 event_file_writer.py:40(EventsWriter)
        1    0.000    0.000    0.000    0.000 phototour.py:12(PhotoTour)
        1    0.000    0.000    0.000    0.000 sjisprober.py:36(SJISProber)
        1    0.000    0.000    0.000    0.000 chardistribution.py:40(CharDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 retry.py:159(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:260(TextCalendar)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2040(IPv6Interface)
        1    0.000    0.000    0.000    0.000 __init__.py:92(LegacyTracedModule)
        1    0.000    0.000    0.000    0.000 fold.py:101(Unfold)
        1    0.000    0.000    0.000    0.000 conv.py:465(ConvTranspose1d)
        1    0.000    0.000    0.000    0.000 _tensor_str.py:68(_Formatter)
        1    0.000    0.000    0.000    0.000 tarfile.py:582(_StreamProxy)
        1    0.000    0.000    0.000    0.000 <string>:5(uname_result)
        1    0.000    0.000    0.000    0.000 <string>:5(FrameInfo)
        1    0.000    0.000    0.000    0.000 bdb.py:17(Bdb)
        1    0.000    0.000    0.000    0.000 <string>:5(SelectorKey)
        1    0.000    0.000    0.000    0.000 sprite.py:284(AbstractGroup)
        1    0.000    0.000    0.000    0.000 ImageMode.py:20(ModeDescriptor)
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
        3    0.000    0.000    0.000    0.000 core.py:1362(getmask)
        1    0.000    0.000    0.000    0.000 core.py:6060(mvoid)
        2    0.000    0.000    0.000    0.000 core.py:6348(__setattr__)
        1    0.000    0.000    0.000    0.000 uniform.py:10(Uniform)
        1    0.000    0.000    0.000    0.000 __init__.py:1236(_fixupChildren)
        1    0.000    0.000    0.000    0.000 _import_tools.py:9(PackageLoader)
        1    0.000    0.000    0.000    0.000 ple.py:8(PLE)
       11    0.000    0.000    0.000    0.000 enum.py:599(value)
        2    0.000    0.000    0.000    0.000 weakref.py:339(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 descriptor_pool.py:107(__new__)
        1    0.000    0.000    0.000    0.000 containers.py:230(RepeatedScalarFieldContainer)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4349(OnlyOnce)
        1    0.000    0.000    0.000    0.000 specifiers.py:589(SpecifierSet)
        1    0.000    0.000    0.000    0.000 plistlib.py:204(Data)
        1    0.000    0.000    0.000    0.000 plistlib.py:312(_PlistParser)
        1    0.000    0.000    0.000    0.000 writer.py:235(SummaryWriter)
        4    0.000    0.000    0.000    0.000 __init__.py:331(register_loader_type)
        1    0.000    0.000    0.000    0.000 __init__.py:899(subscribe)
        1    0.000    0.000    0.000    0.000 __init__.py:544(WorkingSet)
        1    0.000    0.000    0.000    0.000 __init__.py:1500(DefaultProvider)
        1    0.000    0.000    0.000    0.000 mnist.py:12(MNIST)
        1    0.000    0.000    0.000    0.000 dataloader.py:235(_DataLoaderIter)
        1    0.000    0.000    0.000    0.000 langcyrillicmodel.py:31(<module>)
        1    0.000    0.000    0.000    0.000 langgreekmodel.py:35(<module>)
        1    0.000    0.000    0.000    0.000 charsetprober.py:35(CharSetProber)
        1    0.000    0.000    0.000    0.000 <string>:5(RequestHistory)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1049(_BaseV4)
        1    0.000    0.000    0.000    0.000 <string>:5(ScriptMethodStub)
        1    0.000    0.000    0.000    0.000 beta.py:10(Beta)
        1    0.000    0.000    0.000    0.000 rnn.py:12(PackedSequence)
        1    0.000    0.000    0.000    0.000 container.py:95(ModuleList)
        1    0.000    0.000    0.000    0.000 loss.py:576(HingeEmbeddingLoss)
        4    0.000    0.000    0.000    0.000 profiler.py:292(attr_formatter)
        1    0.000    0.000    0.000    0.000 util.py:330(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 process.py:299(_MainProcess)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 storage.py:7(_StorageBase)
        1    0.000    0.000    0.000    0.000 <string>:5(FullArgSpec)
        1    0.000    0.000    0.000    0.000 pixelcopter.py:125(Pixelcopter)
        1    0.000    0.000    0.000    0.000 board.py:15(Board)
        1    0.000    0.000    0.000    0.000 sprite.py:948(LayeredDirty)
        1    0.000    0.000    0.000    0.000 __init__.py:86(__init__)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        1    0.000    0.000    0.000    0.000 core.py:2378(_MaskedPrintOption)
        4    0.000    0.000    0.000    0.000 core.py:3350(dtype)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 __init__.py:19(cuFFTPlanCache)
        3    0.000    0.000    0.000    0.000 index_tricks.py:241(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(usage)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 <string>:5(Match)
        1    0.000    0.000    0.000    0.000 __init__.py:762(Handler)
        3    0.000    0.000    0.000    0.000 __init__.py:1109(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:893(_set_tstate_lock)
        7    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
        2    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 info.py:156(<module>)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        1    0.000    0.000    0.000    0.000 warnings.py:449(__enter__)
        1    0.000    0.000    0.000    0.000 os.py:746(decode)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:966(_find_parent_path_names)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 well_known_types.py:241(Duration)
        2    0.000    0.000    0.000    0.000 types_pb2.py:5(<lambda>)
        2    0.000    0.000    0.000    0.000 versions_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4255(postParse)
        1    0.000    0.000    0.000    0.000 _structures.py:7(Infinity)
        1    0.000    0.000    0.000    0.000 specifiers.py:78(_IndividualSpecifier)
        3    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 __init__.py:64(install)
        1    0.000    0.000    0.000    0.000 __init__.py:1530(EmptyProvider)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:71(RankFilter)
        1    0.000    0.000    0.000    0.000 ImageStat.py:29(Stat)
        1    0.000    0.000    0.000    0.000 transforms.py:221(Pad)
        1    0.000    0.000    0.000    0.000 dataset.py:8(Dataset)
        1    0.000    0.000    0.000    0.000 vgg.py:24(VGG)
        1    0.000    0.000    0.000    0.000 cookiejar.py:863(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 request.py:2363(ftpwrapper)
        1    0.000    0.000    0.000    0.000 zipfile.py:534(_ZipDecrypter)
        1    0.000    0.000    0.000    0.000 zipfile.py:760(ZipExtFile)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:128(HebrewProber)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:33(CodingStateMachine)
        1    0.000    0.000    0.000    0.000 request.py:10(RequestMethods)
        1    0.000    0.000    0.000    0.000 calendar.py:129(Calendar)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        1    0.000    0.000    0.000    0.000 ipaddress.py:539(_BaseAddress)
        1    0.000    0.000    0.000    0.000 <string>:5(_Finfo)
        1    0.000    0.000    0.000    0.000 adagrad.py:5(Adagrad)
        1    0.000    0.000    0.000    0.000 <string>:5(ASMoutput)
        1    0.000    0.000    0.000    0.000 pooling.py:212(_MaxUnpoolNd)
        1    0.000    0.000    0.000    0.000 normalization.py:53(CrossMapLRN2d)
        1    0.000    0.000    0.000    0.000 profiler.py:129(profile)
        1    0.000    0.000    0.000    0.000 util.py:147(Finalize)
        1    0.000    0.000    0.000    0.000 snake.py:94(SnakePlayer)
        1    0.000    0.000    0.000    0.000 <string>:5(Attribute)
        1    0.000    0.000    0.000    0.000 <string>:5(Arguments)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgSpec)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgInfo)
        1    0.000    0.000    0.000    0.000 inspect.py:2418(Parameter)
        1    0.000    0.000    0.000    0.000 inspect.py:2700(Signature)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        4    0.000    0.000    0.000    0.000 sprite.py:121(__init__)
        1    0.000    0.000    0.000    0.000 model.py:297(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2596(MaskedIterator)
        6    0.000    0.000    0.000    0.000 core.py:845(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:270(NameValidator)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 independent.py:7(Independent)
        1    0.000    0.000    0.000    0.000 one_hot_categorical.py:7(OneHotCategorical)
        1    0.000    0.000    0.000    0.000 poisson.py:9(Poisson)
        1    0.000    0.000    0.000    0.000 relaxed_categorical.py:10(ExpRelaxedCategorical)
        1    0.000    0.000    0.000    0.000 gamma.py:14(Gamma)
        1    0.000    0.000    0.000    0.000 transforms.py:331(SigmoidTransform)
        1    0.000    0.000    0.000    0.000 exponential.py:9(Exponential)
        1    0.000    0.000    0.000    0.000 transformed_distribution.py:8(TransformedDistribution)
        1    0.000    0.000    0.000    0.000 index_tricks.py:446(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:779(TemporaryDirectory)
        3    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:742(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:1224(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        6    0.000    0.000    0.000    0.000 case.py:420(addTypeEqualityFunc)
        1    0.000    0.000    0.000    0.000 getlimits.py:62(MachArLike)
        2    0.000    0.000    0.000    0.000 getlimits.py:532(max)
        1    0.000    0.000    0.000    0.000 getlimits.py:455(iinfo)
        3    0.000    0.000    0.000    0.000 __init__.py:477(CFunctionType)
        1    0.000    0.000    0.000    0.000 pathlib.py:126(<setcomp>)
        9    0.000    0.000    0.000    0.000 _globals.py:73(__repr__)
        1    0.000    0.000    0.000    0.000 weakref.py:354(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        3    0.000    0.000    0.000    0.000 __init__.py:8(__init__)
        3    0.000    0.000    0.000    0.000 {method 'FindOneofByName' of 'google.protobuf.pyext._message.DescriptorPool' objects}
        1    0.000    0.000    0.000    0.000 pyparsing.py:3215(ParseExpression)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3482(MatchFirst)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3674(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4100(Forward)
        1    0.000    0.000    0.000    0.000 py31compat.py:1(<module>)
        6    0.000    0.000    0.000    0.000 record_writer.py:42(u32)
        1    0.000    0.000    0.000    0.000 __init__.py:516(IResourceProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:1101(ExtractionError)
        4    0.000    0.000    0.000    0.000 __init__.py:1854(register_finder)
        1    0.000    0.000    0.000    0.000 transforms.py:567(FiveCrop)
        1    0.000    0.000    0.000    0.000 six.py:829(__prepare__)
        1    0.000    0.000    0.000    0.000 inception.py:162(InceptionB)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 cp949prober.py:34(CP949Prober)
        1    0.000    0.000    0.000    0.000 mimetypes.py:58(MimeTypes)
        1    0.000    0.000    0.000    0.000 connectionpool.py:95(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 optimizer.py:10(Optimizer)
        1    0.000    0.000    0.000    0.000 __init__.py:7(Warning)
        1    0.000    0.000    0.000    0.000 padding.py:276(_ReplicationPadNd)
        4    0.000    0.000    0.000    0.000 function.py:267(_iter_filter)
        1    0.000    0.000    0.000    0.000 function.py:319(NestedIOFunction)
        1    0.000    0.000    0.000    0.000 nvtx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:301(ForkServerContext)
        1    0.000    0.000    0.000    0.000 tarfile.py:612(_FileInFile)
        3    0.000    0.000    0.000    0.000 _six.py:59(metaclass)
        1    0.000    0.000    0.000    0.000 primitives.py:104(Player)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 sprite.py:221(DirtySprite)
        1    0.000    0.000    0.000    0.000 sprite.py:299(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1489(__init__)
        3    0.000    0.000    0.000    0.000 core.py:866(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:621(Repository)
        1    0.000    0.000    0.000    0.000 logistic_normal.py:8(LogisticNormal)
        1    0.000    0.000    0.000    0.000 pareto.py:13(Pareto)
        1    0.000    0.000    0.000    0.000 cauchy.py:11(Cauchy)
        1    0.000    0.000    0.000    0.000 fishersnedecor.py:11(FisherSnedecor)
        3    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 difflib.py:1707(HtmlDiff)
        4    0.000    0.000    0.000    0.000 __init__.py:1115(append)
        1    0.000    0.000    0.000    0.000 threading.py:449(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 records.py:217(record)
        3    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        1    0.000    0.000    0.000    0.000 pathlib.py:274(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 __future__.py:78(_Feature)
        2    0.000    0.000    0.000    0.000 enum.py:537(_generate_next_value_)
        4    0.000    0.000    0.000    0.000 sre_parse.py:161(__delitem__)
        2    0.000    0.000    0.000    0.000 sre_parse.py:287(seek)
        1    0.000    0.000    0.000    0.000 warnings.py:468(__exit__)
        1    0.000    0.000    0.000    0.000 os.py:991(__init__)
        1    0.000    0.000    0.000    0.000 os.py:1067(__subclasshook__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:753(is_package)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 plugin_pr_curve_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2398(Keyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2463(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2797(QuotedString)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3025(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3005(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3403(Or)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3921(Optional)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4342(postParse)
        3    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        3    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
        2    0.000    0.000    0.000    0.000 six.py:451(Module_six_moves_urllib_robotparser)
        3    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
        1    0.000    0.000    0.000    0.000 __init__.py:2936(Requirement)
        1    0.000    0.000    0.000    0.000 plistlib.py:454(_PlistWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:4(VendorImporter)
        1    0.000    0.000    0.000    0.000 writer.py:53(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:245(VersionConflict)
        1    0.000    0.000    0.000    0.000 __init__.py:1550(ZipManifests)
        4    0.000    0.000    0.000    0.000 __init__.py:2070(register_namespace_handler)
        1    0.000    0.000    0.000    0.000 sessions.py:319(Session)
        1    0.000    0.000    0.000    0.000 cookies.py:25(MockRequest)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 big5prober.py:34(Big5Prober)
        1    0.000    0.000    0.000    0.000 version.py:6(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:22(<module>)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:32(CharSetGroupProber)
        1    0.000    0.000    0.000    0.000 connection.py:238(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 hmac.py:19(HMAC)
        1    0.000    0.000    0.000    0.000 timeout.py:18(Timeout)
        1    0.000    0.000    0.000    0.000 calendar.py:135(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 client.py:1433(IncompleteRead)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 ssl.py:154(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:355(_ASN1Object)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:61(_ResourceSharer)
        1    0.000    0.000    0.000    0.000 rnn.py:12(RNNBase)
        1    0.000    0.000    0.000    0.000 __init__.py:130(symbolic_override_first_arg_based)
        1    0.000    0.000    0.000    0.000 packing.py:5(PackPadded)
        1    0.000    0.000    0.000    0.000 weight_norm.py:21(WeightNorm)
        1    0.000    0.000    0.000    0.000 pooling.py:925(AdaptiveAvgPool2d)
        1    0.000    0.000    0.000    0.000 activation.py:9(Threshold)
        3    0.000    0.000    0.000    0.000 __init__.py:431(__init__)
        4    0.000    0.000    0.000    0.000 utils.py:5(_ntuple)
        1    0.000    0.000    0.000    0.000 grad_mode.py:5(no_grad)
        1    0.000    0.000    0.000    0.000 function.py:108(Function)
        1    0.000    0.000    0.000    0.000 context.py:202(reducer)
        1    0.000    0.000    0.000    0.000 context.py:219(Process)
        1    0.000    0.000    0.000    0.000 socket.py:543(SocketIO)
        1    0.000    0.000    0.000    0.000 fireball.py:14(Fireball)
        1    0.000    0.000    0.000    0.000 person.py:10(Person)
        2    0.000    0.000    0.000    0.000 {built-in method pygame.time.Clock}
        1    0.000    0.000    0.000    0.000 model.py:341(StructOrUnion)
        4    0.000    0.000    0.000    0.000 core.py:6260(__has_singleton)
        1    0.000    0.000    0.000    0.000 _datasource.py:162(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:26(Transform)
